Demande Devis,Interest Level,Meeting Notes,Decision Level,Connait Marque,converted
False,Tiède,"Sensible au service, moins au prix, à convaincre sur notre SAV",Conducteur de travaux,False,0
True,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Promoteur immobilier,True,1
False,Tiède,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Conducteur de travaux,True,1
True,Tiède,"Demande urgente de 500m², budget disponible, délai serré mais faisable",Architecte,False,1
True,Tiède,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Responsable achats,False,0
False,Froid,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Chef d'agence négoce,True,0
True,Chaud,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Architecte,True,1
True,Chaud,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Responsable achats,False,1
False,Froid,"Pas de budget prévu cette année, à relancer en Q3",Conducteur de travaux,True,0
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Responsable achats,True,1
True,Chaud,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Chef d'agence négoce,False,1
True,Tiède,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Chef d'agence négoce,True,1
False,Froid,"Projet en stand-by, décision reportée, pas d'urgence",Responsable achats,True,0
True,Chaud,"Projet validé par la direction, attend notre offre technique et commerciale",Conducteur de travaux,False,1
True,Chaud,"Projet public validé, commande officielle attendue sous fin du mois",Responsable achats,False,1
False,Froid,"Pas de budget disponible cette année, peut-être l'année prochaine",Promoteur immobilier,True,0
True,Chaud,"Demande urgente de un lot complet, budget disponible, délai serré mais faisable",Chef d'agence négoce,True,1
False,Froid,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Responsable achats,False,0
False,Froid,"Convoqué par son N+1, pas décideur, ne peut rien valider",Architecte,True,0
False,Tiède,Demande de documentation mais pas de projet concret à court terme,Chef d'agence négoce,False,0
False,Froid,"Projet moyenne importance confirmé, budget débloqué, veut démarrer rapidement",Chef d'agence négoce,True,1
False,Froid,"A demandé des échantillons, projet probable mais délai incertain",Architecte,True,0
False,Tiède,"A posé des questions techniques, compare plusieurs fournisseurs, pas pressé",Conducteur de travaux,True,0
True,Tiède,"Curieux, pose de bonnes questions, mais pas encore en phase de décision",Chef d'agence négoce,False,0
True,Chaud,"Très satisfait de la présentation, a partagé nos docs avec son associé",Promoteur immobilier,False,1
True,Tiède,"Chef de projet enthousiaste, demande un chiffrage rapide pour validation",Responsable achats,True,1
True,Chaud,"Projet en attente de financement, aucune date de réalisation prévue",Architecte,False,0
False,Froid,"Mauvaise expérience avec une marque similaire, méfiant envers le secteur",Conducteur de travaux,False,0
True,Chaud,"Veut diversifier ses fournisseurs, budget alloué, premier essai en vue",Promoteur immobilier,True,1
False,Tiède,"Veut comparer avec 2 autres fournisseurs avant de décider, à relancer dans 6 semaines",Chef d'agence négoce,True,0
True,Tiède,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Architecte,False,0
False,Froid,"A comparé avec Saint-Gobain, leur offre est plus compétitive",Chef d'agence négoce,True,0
False,Tiède,"Réunion productive, a partagé les specs du projet mais rien de signé",Conducteur de travaux,False,0
False,Tiède,"Projet à confirmer, dépend d'un appel d'offres en cours",Chef d'agence négoce,False,1
False,Tiède,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Chef d'agence négoce,False,1
False,Tiède,"Chantier prévu pour avril, budget validé, cherche le meilleur rapport qualité-prix",Architecte,False,1
True,Tiède,"Peu réceptif, réunion courte, pas de suite prévue",Promoteur immobilier,False,0
True,Chaud,"Bon feeling en réunion, mais projet encore au stade de l'étude de faisabilité",Architecte,False,1
True,Chaud,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Architecte,False,0
True,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Chef d'agence négoce,False,0
False,Froid,"Projet en attente de financement, aucune date de réalisation prévue",Responsable achats,True,0
False,Tiède,"Pas de projet à court terme, juste en phase d'information",Promoteur immobilier,False,0
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Promoteur immobilier,False,0
False,Tiède,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Architecte,True,0
False,Froid,"Chantier annulé, plus de besoin pour le moment",Chef d'agence négoce,False,0
False,Tiède,"Pas de budget disponible cette année, peut-être l'année prochaine",Architecte,True,0
True,Chaud,"Intéressé par le produit, mais son cycle d'achat est long",Conducteur de travaux,True,1
False,Chaud,"Appel entrant - il nous a contacté directement, projet en phase de lancement",Chef d'agence négoce,True,0
True,Tiède,"Demande de devis pour 200m² de matériaux, livraison souhaitée avant mars",Responsable achats,False,1
True,Froid,Pas de chantier prévu avant 18 mois minimum,Chef d'agence négoce,True,0
True,Froid,A demandé une proposition commerciale pour présenter en interne,Promoteur immobilier,True,0
False,Froid,"Nouveau chantier démarré, besoin urgent de matériaux, budget OK",Promoteur immobilier,True,1
False,Tiède,"Pas de projet à court terme, juste en phase d'information",Architecte,False,0
False,Chaud,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Chef d'agence négoce,False,0
True,Chaud,"Marché conclu avec le client final, besoin de livrer en fin du mois",Chef d'agence négoce,False,1
False,Tiède,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Promoteur immobilier,True,1
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Promoteur immobilier,False,0
False,Tiède,"Connaît la marque de réputation, veut voir des références de chantiers similaires",Chef d'agence négoce,False,0
False,Froid,"Trouve notre offre trop chère, un concurrent proposé 15% moins cher",Conducteur de travaux,False,0
True,Chaud,"Chantier 200m² à venir, souhaite un partenariat durable avec nous",Promoteur immobilier,True,1
True,Tiède,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Conducteur de travaux,False,1
False,Froid,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Responsable achats,True,1
False,Tiède,"Réunion de politesse, pas de projet en vue, ne veut pas changer ses habitudes",Conducteur de travaux,True,1
False,Froid,"Veut diversifier ses fournisseurs, budget alloué, premier essai en vue",Promoteur immobilier,False,1
False,Tiède,"Projet signé avec le maître d'ouvrage, prescrit nos produits dans les plans",Conducteur de travaux,True,0
True,Tiède,"Bon feeling en réunion, mais projet encore au stade de l'étude de faisabilité",Architecte,True,1
True,Chaud,Trop petit volume pour justifier un changement de fournisseur selon lui,Architecte,False,0
False,Froid,"Réunion de politesse, pas de projet en vue, ne veut pas changer ses habitudes",Conducteur de travaux,True,1
False,Froid,"Nouveau chantier démarré, besoin urgent de matériaux, budget OK",Promoteur immobilier,True,1
True,Chaud,"Skeptique sur la performance, veut voir des résultats de tests d'abord",Conducteur de travaux,False,0
False,Tiède,"Intéressé mais trouve nos prix trop élevés, compare avec Saint-Gobain",Conducteur de travaux,False,0
False,Tiède,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Conducteur de travaux,True,0
True,Chaud,"Motivé par la qualité de nos produits, prêt à signer si prix compétitif",Conducteur de travaux,False,1
True,Chaud,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Responsable achats,True,1
True,Chaud,"Projet confirmé pour Q1, budget validé en interne, très intéressé par nos produits",Promoteur immobilier,False,1
True,Tiède,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Promoteur immobilier,False,0
True,Tiède,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Conducteur de travaux,True,1
False,Froid,"Projet à confirmer, dépend d'un appel d'offres en cours",Conducteur de travaux,True,0
False,Froid,"Convoqué par son N+1, pas décideur, ne peut rien valider",Chef d'agence négoce,True,0
True,Tiède,"Projet validé par la direction, attend notre offre technique et commerciale",Promoteur immobilier,True,1
False,Tiède,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Conducteur de travaux,False,0
False,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Conducteur de travaux,False,1
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Chef d'agence négoce,False,0
False,Froid,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Conducteur de travaux,False,0
False,Froid,"Très attaché à son fournisseur actuel, pas ouvert à un changement",Conducteur de travaux,False,0
True,Tiède,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Conducteur de travaux,False,0
False,Chaud,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Conducteur de travaux,True,1
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Chef d'agence négoce,False,0
True,Chaud,"Besoin de grande envergure pour chantier en mai, demande de devis immédiat",Responsable achats,True,1
False,Froid,"Skeptique sur la performance, veut voir des résultats de tests d'abord",Promoteur immobilier,True,0
False,Froid,"Satisfait de son fournisseur actuel, pas motivé pour changer",Conducteur de travaux,False,0
True,Chaud,"Bon feeling en réunion, mais projet encore au stade de l'étude de faisabilité",Architecte,True,1
False,Tiède,"Pas de projet concret à court terme, juste une veille marché",Architecte,False,0
True,Chaud,"Chantier un lot complet à venir, souhaite un partenariat durable avec nous",Promoteur immobilier,True,1
False,Froid,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Conducteur de travaux,False,0
True,Chaud,"Appel entrant - il nous a contacté directement, projet en phase de lancement",Architecte,False,1
False,Tiède,"Intéressé mais trouve nos prix trop élevés, compare avec Knauf",Conducteur de travaux,True,1
True,Chaud,"Veut diversifier ses fournisseurs, budget alloué, premier essai en vue",Conducteur de travaux,False,1
True,Chaud,"Chantier 1000m² à venir, souhaite un partenariat durable avec nous",Chef d'agence négoce,False,1
True,Chaud,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Conducteur de travaux,False,0
False,Froid,"Curieux, pose de bonnes questions, mais pas encore en phase de décision",Promoteur immobilier,False,0
False,Tiède,"Demande urgente de 1000m², budget disponible, délai serré mais faisable",Responsable achats,False,1
True,Chaud,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Responsable achats,False,0
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Architecte,False,0
False,Tiède,A demandé une proposition commerciale pour présenter en interne,Chef d'agence négoce,True,0
False,Tiède,"Bon feeling en réunion, mais projet encore au stade de l'étude de faisabilité",Promoteur immobilier,False,0
False,Tiède,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Architecte,True,1
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Architecte,False,1
True,Chaud,"Deadline fin du mois, project manager sur place, décision rapide attendue",Chef d'agence négoce,True,1
True,Chaud,"Demande de devis pour moyenne importance de matériaux, livraison souhaitée avant mars",Architecte,True,1
False,Tiède,"Curieux, pose de bonnes questions, mais pas encore en phase de décision",Conducteur de travaux,False,0
False,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Conducteur de travaux,False,0
